01/13/1940,"15,400A  "
01/14/1940,"18,800A  "
01/15/1940,"41,100A  "
01/16/1940,"65,600A  "
01/17/1940,"47,600A  "
01/18/1940,"67,300A  "
01/19/1940,"71,100A  "
01/20/1940,"48,500A  "
01/21/1940,"40,000A  "
01/22/1940,"32,000A  "
01/23/1940,"26,000A  "
01/24/1940,"21,000A  "
01/25/1940,"18,000A  "
01/26/1940,"16,000A  "
01/27/1940,"14,000A  "
01/28/1940,"14,000A  "
01/29/1940,"14,000A  "
01/30/1940,"15,000A  "
01/31/1940,"18,000A  "
02/01/1940,"18,000A  "
02/02/1940,"16,000A  "
02/03/1940,"14,000A  "
02/04/1940,"15,000A  "
02/05/1940,"18,000A  "
02/06/1940,"17,000A  "
02/07/1940,"19,000A  "
02/08/1940,"26,000A  "
02/09/1940,"40,000A  "
02/10/1940,"47,000A  "
02/11/1940,"77,200A  "
02/12/1940,"161,000A  "
02/13/1940,"162,000A  "
02/14/1940,"166,000A  "
02/15/1940,"170,000A  "
02/16/1940,"170,000A  "
02/17/1940,"152,000A  "
02/18/1940,"137,000A  "
02/19/1940,"156,000A  "
02/20/1940,"184,000A  "
02/21/1940,"208,000A  "
02/22/1940,"201,000A  "
02/23/1940,"173,000A  "
02/24/1940,"140,000A  "
02/25/1940,"104,000A  "
02/26/1940,"80,100A  "
02/27/1940,"56,400A  "
02/28/1940,"83,600A  "
02/29/1940,"101,000A  "
03/01/1940,"97,800A  "
03/02/1940,"94,000A  "
03/03/1940,"92,100A  "
03/04/1940,"167,000A  "
03/05/1940,"244,000A  "
03/06/1940,"287,000A  "
03/07/1940,"286,000A  "
03/08/1940,"263,000A  "
03/09/1940,"217,000A  "
03/10/1940,"166,000A  "
03/11/1940,"136,000A  "
03/12/1940,"105,000A  "
03/13/1940,"68,000A  "
03/14/1940,"54,600A  "
03/15/1940,"70,500A  "
03/16/1940,"79,300A  "
03/17/1940,"78,100A  "
03/18/1940,"66,800A  "
03/19/1940,"90,700A  "
03/20/1940,"111,000A  "
03/21/1940,"145,000A  "
03/22/1940,"180,000A  "
03/23/1940,"174,000A  "
03/24/1940,"151,000A  "
03/25/1940,"126,000A  "
03/26/1940,"95,100A  "
03/27/1940,"49,400A  "
03/28/1940,"59,200A  "
03/29/1940,"68,000A  "
03/30/1940,"89,100A  "
03/31/1940,"182,000A  "
04/01/1940,"254,000A  "
04/02/1940,"304,000A  "
04/03/1940,"329,000A  "
04/04/1940,"324,000A  "
04/05/1940,"296,000A  "
04/06/1940,"272,000A  "
04/07/1940,"263,000A  "
04/08/1940,"249,000A  "
04/09/1940,"226,000A  "
04/10/1940,"195,000A  "
04/11/1940,"196,000A  "
04/12/1940,"200,000A  "
04/13/1940,"206,000A  "
04/14/1940,"215,000A  "
04/15/1940,"218,000A  "
04/16/1940,"207,000A  "
04/17/1940,"199,000A  "
04/18/1940,"211,000A  "
04/19/1940,"245,000A  "
04/20/1940,"330,000A  "
04/21/1940,"427,000A  "
04/22/1940,"485,000A  "
04/23/1940,"507,000A  "
04/24/1940,"494,000A  "
04/25/1940,"455,000A  "
04/26/1940,"376,000A  "
04/27/1940,"290,000A  "
04/28/1940,"213,000A  "
04/29/1940,"152,000A  "
04/30/1940,"119,000A  "
05/01/1940,"90,800A  "
05/02/1940,"83,600A  "
05/03/1940,"78,800A  "
05/04/1940,"68,400A  "
05/05/1940,"72,600A  "
05/06/1940,"59,800A  "
05/07/1940,"58,100A  "
05/08/1940,"44,000A  "
05/09/1940,"55,400A  "
05/10/1940,"42,800A  "
05/11/1940,"38,900A  "
05/12/1940,"38,100A  "
05/13/1940,"33,400A  "
05/14/1940,"30,100A  "
05/15/1940,"37,300A  "
05/16/1940,"36,700A  "
05/17/1940,"33,400A  "
05/18/1940,"35,500A  "
05/19/1940,"34,400A  "
05/20/1940,"31,700A  "
05/21/1940,"35,400A  "
05/22/1940,"50,200A  "
05/23/1940,"63,800A  "
05/24/1940,"58,900A  "
05/25/1940,"84,300A  "
05/26/1940,"136,000A  "
05/27/1940,"148,000A  "
05/28/1940,"128,000A  "
05/29/1940,"123,000A  "
05/30/1940,"118,000A  "
05/31/1940,"121,000A  "
06/01/1940,"178,000A  "
06/02/1940,"205,000A  "
06/03/1940,"222,000A  "
06/04/1940,"200,000A  "
06/05/1940,"150,000A  "
06/06/1940,"116,000A  "
06/07/1940,"72,900A  "
06/08/1940,"64,700A  "
06/09/1940,"56,000A  "
06/10/1940,"66,200A  "
06/11/1940,"83,800A  "
06/12/1940,"93,200A  "
06/13/1940,"116,000A  "
06/14/1940,"126,000A  "
06/15/1940,"121,000A  "
06/16/1940,"95,500A  "
06/17/1940,"88,200A  "
06/18/1940,"76,100A  "
06/19/1940,"104,000A  "
06/20/1940,"137,000A  "
06/21/1940,"137,000A  "
06/22/1940,"117,000A  "
06/23/1940,"76,900A  "
06/24/1940,"58,200A  "
06/25/1940,"55,400A  "
06/26/1940,"57,500A  "
06/27/1940,"96,400A  "
06/28/1940,"170,000A  "
06/29/1940,"153,000A  "
06/30/1940,"125,000A  "
07/01/1940,"95,300A  "
07/02/1940,"95,300A  "
07/03/1940,"109,000A  "
07/04/1940,"117,000A  "
07/05/1940,"119,000A  "
07/06/1940,"83,400A  "
07/07/1940,"61,500A  "
07/08/1940,"53,700A  "
07/09/1940,"37,800A  "
07/10/1940,"32,100A  "
07/11/1940,"36,300A  "
07/12/1940,"32,100A  "
07/13/1940,"40,500A  "
07/14/1940,"44,100A  "
07/15/1940,"42,300A  "
07/16/1940,"36,400A  "
07/17/1940,"34,700A  "
07/18/1940,"33,500A  "
07/19/1940,"42,000A  "
07/20/1940,"41,300A  "
07/21/1940,"29,800A  "
07/22/1940,"28,200A  "
07/23/1940,"23,400A  "
07/24/1940,"29,800A  "
07/25/1940,"44,700A  "
07/26/1940,"48,300A  "
07/27/1940,"38,100A  "
07/28/1940,"33,400A  "
07/29/1940,"30,600A  "
07/30/1940,"31,900A  "
07/31/1940,"31,100A  "
08/01/1940,"32,800A  "
08/02/1940,"34,500A  "
08/03/1940,"31,400A  "
08/04/1940,"22,100A  "
08/05/1940,"17,100A  "
08/06/1940,"11,800A  "
08/07/1940,"25,000A  "
08/08/1940,"21,200A  "
08/09/1940,"18,000A  "
08/10/1940,"17,300A  "
08/11/1940,"14,700A  "
08/12/1940,"10,900A  "
08/13/1940,"10,000A  "
08/14/1940,"13,600A  "
08/15/1940,"59,400A  "
08/16/1940,"166,000A  "
08/17/1940,"121,000A  "
08/18/1940,"77,200A  "
08/19/1940,"52,500A  "
08/20/1940,"33,400A  "
08/21/1940,"32,500A  "
08/22/1940,"28,600A  "
08/23/1940,"28,100A  "
08/24/1940,"22,900A  "
08/25/1940,"14,600A  "
08/26/1940,"22,800A  "
08/27/1940,"38,200A  "
08/28/1940,"80,900A  "
08/29/1940,"72,400A  "
08/30/1940,"73,800A  "
08/31/1940,"71,300A  "
09/01/1940,"85,600A  "
09/02/1940,"93,400A  "
09/03/1940,"64,500A  "
09/04/1940,"49,400A  "
09/05/1940,"35,700A  "
09/06/1940,"27,700A  "
09/07/1940,"21,300A  "
09/08/1940,"22,100A  "
09/09/1940,"28,200A  "
09/10/1940,"23,600A  "
09/11/1940,"21,300A  "
09/12/1940,"29,900A  "
09/13/1940,"22,100A  "
09/14/1940,"20,500A  "
09/15/1940,"17,100A  "
09/16/1940,"16,300A  "
09/17/1940,"14,500A  "
09/18/1940,"9,900A  "
09/19/1940,"11,900A  "
09/20/1940,"13,700A  "
09/21/1940,"13,700A  "
09/22/1940,"12,900A  "
09/23/1940,"11,900A  "
09/24/1940,"12,900A  "
09/25/1940,"26,600A  "
09/26/1940,"31,500A  "
09/27/1940,"45,700A  "
09/28/1940,"41,100A  "
09/29/1940,"31,000A  "
09/30/1940,"27,100A  "
10/01/1940,"14,000A  "
10/02/1940,"14,000A  "
10/03/1940,"14,000A  "
10/04/1940,"14,000A  "
10/05/1940,"14,000A  "
10/06/1940,"12,000A  "
10/07/1940,"12,000A  "
10/08/1940,"12,000A  "
10/09/1940,"12,000A  "
10/10/1940,"12,000A  "
10/11/1940,"11,000A  "
10/12/1940,"11,000A  "
10/13/1940,"11,000A  "
10/14/1940,"11,000A  "
10/15/1940,"11,000A  "
10/16/1940,"9,000A  "
10/17/1940,"9,000A  "
10/18/1940,"9,000A  "
10/19/1940,"9,000A  "
10/20/1940,"9,000A  "
10/21/1940,"12,000A  "
10/22/1940,"12,000A  "
10/23/1940,"12,000A  "
10/24/1940,"12,000A  "
10/25/1940,"12,000A  "
10/26/1940,"13,000A  "
10/27/1940,"13,000A  "
10/28/1940,"13,000A  "
10/29/1940,"13,000A  "
10/30/1940,"13,000A  "
10/31/1940,"13,000A  "
11/01/1940,"25,600A  "
11/02/1940,"54,300A  "
11/03/1940,"62,800A  "
11/04/1940,"63,200A  "
11/05/1940,"48,500A  "
11/06/1940,"34,900A  "
11/07/1940,"36,000A  "
11/08/1940,"31,000A  "
11/09/1940,"27,300A  "
11/10/1940,"33,100A  "
11/11/1940,"28,100A  "
11/12/1940,"31,700A  "
11/13/1940,"29,400A  "
11/14/1940,"31,000A  "
11/15/1940,"38,100A  "
11/16/1940,"31,500A  "
11/17/1940,"26,600A  "
11/18/1940,"27,500A  "
11/19/1940,"27,200A  "
11/20/1940,"20,000A  "
11/21/1940,"34,500A  "
11/22/1940,"28,300A  "
11/23/1940,"32,400A  "
11/24/1940,"39,300A  "
11/25/1940,"36,700A  "
11/26/1940,"43,300A  "
11/27/1940,"74,700A  "
11/28/1940,"105,000A  "
11/29/1940,"110,000A  "
11/30/1940,"101,000A  "
12/01/1940,"63,700A  "
12/02/1940,"60,000A  "
12/03/1940,"64,500A  "
12/04/1940,"57,500A  "
12/05/1940,"63,600A  "
12/06/1940,"44,900A  "
12/07/1940,"44,400A  "
12/08/1940,"60,400A  "
12/09/1940,"71,900A  "
12/10/1940,"73,800A  "
12/11/1940,"74,500A  "
12/12/1940,"74,400A  "
12/13/1940,"70,200A  "
12/14/1940,"70,100A  "
12/15/1940,"87,300A  "
12/16/1940,"123,000A  "
12/17/1940,"137,000A  "
12/18/1940,"125,000A  "
12/19/1940,"121,000A  "
12/20/1940,"125,000A  "
12/21/1940,"114,000A  "
12/22/1940,"98,800A  "
12/23/1940,"83,900A  "
12/24/1940,"45,800A  "
12/25/1940,"42,700A  "
12/26/1940,"46,700A  "
12/27/1940,"40,100A  "
12/28/1940,"60,100A  "
12/29/1940,"96,400A  "
12/30/1940,"133,000A  "
12/31/1940,"185,000A  "
01/01/1941,"197,000A  "
01/02/1941,"195,000A  "
01/03/1941,"180,000A  "
01/04/1941,"155,000A  "
01/05/1941,"148,000A  "
01/06/1941,"147,000A  "
01/07/1941,"130,000A  "
01/08/1941,"98,200A  "
01/09/1941,"63,800A  "
01/10/1941,"61,500A  "
01/11/1941,"59,900A  "
01/12/1941,"58,900A  "
01/13/1941,"48,600A  "
01/14/1941,"37,500A  "
01/15/1941,"37,900A  "
01/16/1941,"41,800A  "
01/17/1941,"54,900A  "
01/18/1941,"71,800A  "
01/19/1941,"85,400A  "
01/20/1941,"89,500A  "
01/21/1941,"70,700A  "
01/22/1941,"56,300A  "
01/23/1941,"66,600A  "
01/24/1941,"79,000A  "
01/25/1941,"138,000A  "
01/26/1941,"169,000A  "
01/27/1941,"164,000A  "
01/28/1941,"168,000A  "
01/29/1941,"160,000A  "
01/30/1941,"127,000A  "
01/31/1941,"105,000A  "
02/01/1941,"72,000A  "
02/02/1941,"69,500A  "
02/03/1941,"70,300A  "
02/04/1941,"60,900A  "
02/05/1941,"60,700A  "
02/06/1941,"51,100A  "
02/07/1941,"43,900A  "
02/08/1941,"44,400A  "
02/09/1941,"51,100A  "
02/10/1941,"51,100A  "
02/11/1941,"31,700A  "
02/12/1941,"31,800A  "
02/13/1941,"38,600A  "
02/14/1941,"43,100A  "
02/15/1941,"55,300A  "
02/16/1941,"77,400A  "
02/17/1941,"76,800A  "
02/18/1941,"71,200A  "
02/19/1941,"55,400A  "
02/20/1941,"46,900A  "
02/21/1941,"33,300A  "
02/22/1941,"37,000A  "
02/23/1941,"36,000A  "
02/24/1941,"33,000A  "
02/25/1941,"27,300A  "
02/26/1941,"29,900A  "
02/27/1941,"35,200A  "
02/28/1941,"31,200A  "
03/01/1941,"30,900A  "
03/02/1941,"29,600A  "
03/03/1941,"27,600A  "
03/04/1941,"43,600A  "
03/05/1941,"75,500A  "
03/06/1941,"88,000A  "
03/07/1941,"102,000A  "
03/08/1941,"114,000A  "
03/09/1941,"114,000A  "
03/10/1941,"111,000A  "
03/11/1941,"109,000A  "
03/12/1941,"177,000A  "
03/13/1941,"194,000A  "
03/14/1941,"161,000A  "
03/15/1941,"136,000A  "
03/16/1941,"112,000A  "
03/17/1941,"94,600A  "
03/18/1941,"95,100A  "
03/19/1941,"73,000A  "
03/20/1941,"61,800A  "
03/21/1941,"65,800A  "
03/22/1941,"66,400A  "
03/23/1941,"80,900A  "
03/24/1941,"84,300A  "
03/25/1941,"84,200A  "
03/26/1941,"87,500A  "
03/27/1941,"100,000A  "
03/28/1941,"106,000A  "
03/29/1941,"108,000A  "
03/30/1941,"95,200A  "
03/31/1941,"83,500A  "
04/01/1941,"64,200A  "
04/02/1941,"59,200A  "
04/03/1941,"75,300A  "
04/04/1941,"78,900A  "
04/05/1941,"86,600A  "
04/06/1941,"122,000A  "
04/07/1941,"169,000A  "
04/08/1941,"198,000A  "
04/09/1941,"197,000A  "
04/10/1941,"177,000A  "
04/11/1941,"149,000A  "
04/12/1941,"124,000A  "
04/13/1941,"101,000A  "
04/14/1941,"67,400A  "
04/15/1941,"52,700A  "
04/16/1941,"51,800A  "
04/17/1941,"54,400A  "
04/18/1941,"47,800A  "
04/19/1941,"35,200A  "
04/20/1941,"36,400A  "
04/21/1941,"43,200A  "
04/22/1941,"40,600A  "
04/23/1941,"36,300A  "
04/24/1941,"43,900A  "
04/25/1941,"42,400A  "
04/26/1941,"45,800A  "
04/27/1941,"43,400A  "
04/28/1941,"34,700A  "
04/29/1941,"35,300A  "
04/30/1941,"29,200A  "
05/01/1941,"24,100A  "
05/02/1941,"27,100A  "
05/03/1941,"24,100A  "
05/04/1941,"22,000A  "
05/05/1941,"18,400A  "
05/06/1941,"18,600A  "
05/07/1941,"16,900A  "
05/08/1941,"21,700A  "
05/09/1941,"20,300A  "
05/10/1941,"22,300A  "
05/11/1941,"20,400A  "
05/12/1941,"22,300A  "
05/13/1941,"16,500A  "
05/14/1941,"15,000A  "
05/15/1941,"15,700A  "
05/16/1941,"19,200A  "
05/17/1941,"30,600A  "
05/18/1941,"45,600A  "
05/19/1941,"52,800A  "
05/20/1941,"56,300A  "
05/21/1941,"35,900A  "
05/22/1941,"28,500A  "
05/23/1941,"25,800A  "
05/24/1941,"20,400A  "
05/25/1941,"20,300A  "
05/26/1941,"21,500A  "
05/27/1941,"16,400A  "
05/28/1941,"14,100A  "
05/29/1941,"15,200A  "
05/30/1941,"14,400A  "
05/31/1941,"14,400A  "
06/01/1941,"31,100A  "
06/02/1941,"49,600A  "
06/03/1941,"60,200A  "
06/04/1941,"112,000A  "
06/05/1941,"181,000A  "
06/06/1941,"215,000A  "
06/07/1941,"242,000A  "
06/08/1941,"244,000A  "
06/09/1941,"182,000A  "
06/10/1941,"99,000A  "
06/11/1941,"36,000A  "
06/12/1941,"37,700A  "
06/13/1941,"49,800A  "
06/14/1941,"71,800A  "
06/15/1941,"87,200A  "
06/16/1941,"89,800A  "
06/17/1941,"87,900A  "
06/18/1941,"83,100A  "
06/19/1941,"90,600A  "
06/20/1941,"86,000A  "
06/21/1941,"57,300A  "
06/22/1941,"33,000A  "
06/23/1941,"32,700A  "
06/24/1941,"23,100A  "
06/25/1941,"20,800A  "
06/26/1941,"20,600A  "
06/27/1941,"18,600A  "
06/28/1941,"18,900A  "
06/29/1941,"15,800A  "
06/30/1941,"19,000A  "
07/01/1941,"12,100A  "
07/02/1941,"12,500A  "
07/03/1941,"21,800A  "
07/04/1941,"43,600A  "
07/05/1941,"63,600A  "
07/06/1941,"73,300A  "
07/07/1941,"101,000A  "
07/08/1941,"110,000A  "
07/09/1941,"127,000A  "
07/10/1941,"97,200A  "
07/11/1941,"63,000A  "
07/12/1941,"43,900A  "
07/13/1941,"41,900A  "
07/14/1941,"37,400A  "
07/15/1941,"31,400A  "
07/16/1941,"35,600A  "
07/17/1941,"32,500A  "
07/18/1941,"30,500A  "
07/19/1941,"72,100A  "
07/20/1941,"83,300A  "
07/21/1941,"40,000A  "
07/22/1941,"42,900A  "
07/23/1941,"30,300A  "
07/24/1941,"23,200A  "
07/25/1941,"16,800A  "
07/26/1941,"14,700A  "
07/27/1941,"15,400A  "
07/28/1941,"14,700A  "
07/29/1941,"14,700A  "
07/30/1941,"21,800A  "
07/31/1941,"26,800A  "
08/01/1941,"49,900A  "
08/02/1941,"23,400A  "
08/03/1941,"19,000A  "
08/04/1941,"13,600A  "
08/05/1941,"12,300A  "
08/06/1941,"9,410A  "
08/07/1941,"6,790A  "
08/08/1941,"11,400A  "
08/09/1941,"7,990A  "
08/10/1941,"10,500A  "
08/11/1941,"7,200A  "
08/12/1941,"10,100A  "
08/13/1941,"9,440A  "
08/14/1941,"12,000A  "
08/15/1941,"18,300A  "
08/16/1941,"45,000A  "
08/17/1941,"45,900A  "
08/18/1941,"43,200A  "
08/19/1941,"35,000A  "
08/20/1941,"47,900A  "
08/21/1941,"44,300A  "
08/22/1941,"25,800A  "
08/23/1941,"21,100A  "
08/24/1941,"17,100A  "
08/25/1941,"19,200A  "
08/26/1941,"26,600A  "
08/27/1941,"56,800A  "
08/28/1941,"78,000A  "
08/29/1941,"79,000A  "
08/30/1941,"39,000A  "
08/31/1941,"32,400A  "
09/01/1941,"29,100A  "
09/02/1941,"27,100A  "
09/03/1941,"19,000A  "
09/04/1941,"35,100A  "
09/05/1941,"30,000A  "
09/06/1941,"51,300A  "
09/07/1941,"52,800A  "
09/08/1941,"50,000A  "
09/09/1941,"33,900A  "
09/10/1941,"31,500A  "
09/11/1941,"31,400A  "
09/12/1941,"28,400A  "
09/13/1941,"28,200A  "
09/14/1941,"13,500A  "
09/15/1941,"20,400A  "
09/16/1941,"11,200A  "
09/17/1941,"9,800A  "
09/18/1941,"9,100A  "
09/19/1941,"10,300A  "
09/20/1941,"7,880A  "
09/21/1941,"8,400A  "
09/22/1941,"11,900A  "
09/23/1941,"10,200A  "
09/24/1941,"7,520A  "
09/25/1941,"6,070A  "
09/26/1941,"9,120A  "
09/27/1941,"6,360A  "
09/28/1941,"8,030A  "
09/29/1941,"8,540A  "
09/30/1941,"6,360A  "
10/01/1941,"7,800A  "
10/02/1941,"5,500A  "
10/03/1941,"5,500A  "
10/04/1941,"16,300A  "
10/05/1941,"6,700A  "
10/06/1941,"7,800A  "
10/07/1941,"16,600A  "
10/08/1941,"9,700A  "
10/09/1941,"15,600A  "
10/10/1941,"16,400A  "
10/11/1941,"10,600A  "
10/12/1941,"10,600A  "
10/13/1941,"7,800A  "
10/14/1941,"10,600A  "
10/15/1941,"17,200A  "
10/16/1941,"8,800A  "
10/17/1941,"13,400A  "
10/18/1941,"11,500A  "
10/19/1941,"13,600A  "
10/20/1941,"17,800A  "
10/21/1941,"14,900A  "
10/22/1941,"21,500A  "
10/23/1941,"10,600A  "
10/24/1941,"11,500A  "
10/25/1941,"12,400A  "
10/26/1941,"10,600A  "
10/27/1941,"17,800A  "
10/28/1941,"9,700A  "
10/29/1941,"13,400A  "
10/30/1941,"8,800A  "
10/31/1941,"20,000A  "
11/01/1941,"22,000A  "
11/02/1941,"27,900A  "
11/03/1941,"37,000A  "
11/04/1941,"35,900A  "
11/05/1941,"31,700A  "
11/06/1941,"31,200A  "
11/07/1941,"39,100A  "
11/08/1941,"53,900A  "
11/09/1941,"48,400A  "
11/10/1941,"28,200A  "
11/11/1941,"38,900A  "
11/12/1941,"27,500A  "
11/13/1941,"23,500A  "
11/14/1941,"22,200A  "
11/15/1941,"27,600A  "
11/16/1941,"14,200A  "
11/17/1941,"17,200A  "
11/18/1941,"17,200A  "
11/19/1941,"10,600A  "
11/20/1941,"11,500A  "
11/21/1941,"17,800A  "
11/22/1941,"19,800A  "
11/23/1941,"20,800A  "
11/24/1941,"29,800A  "
11/25/1941,"35,300A  "
11/26/1941,"37,400A  "
11/27/1941,"34,000A  "
11/28/1941,"25,600A  "
11/29/1941,"22,100A  "
11/30/1941,"24,300A  "
12/01/1941,"19,100A  "
12/02/1941,"19,100A  "
12/03/1941,"26,500A  "
12/04/1941,"19,200A  "
12/05/1941,"28,800A  "
12/06/1941,"28,800A  "
12/07/1941,"25,800A  "
12/08/1941,"32,100A  "
12/09/1941,"21,400A  "
12/10/1941,"25,400A  "
12/11/1941,"21,600A  "
12/12/1941,"22,300A  "
12/13/1941,"24,500A  "
12/14/1941,"36,200A  "
12/15/1941,"46,700A  "
12/16/1941,"50,600A  "
12/17/1941,"44,100A  "
12/18/1941,"37,800A  "
12/19/1941,"34,700A  "
12/20/1941,"31,700A  "
12/21/1941,"28,800A  "
12/22/1941,"30,200A  "
12/23/1941,"27,300A  "
12/24/1941,"28,800A  "
12/25/1941,"46,100A  "
12/26/1941,"79,900A  "
12/27/1941,"84,900A  "
12/28/1941,"88,800A  "
12/29/1941,"86,200A  "
12/30/1941,"60,400A  "
12/31/1941,"51,400A  "
01/01/1942,"46,900A  "
01/02/1942,"60,400A  "
01/03/1942,"70,900A  "
01/04/1942,"84,600A  "
01/05/1942,"86,000A  "
01/06/1942,"55,700A  "
01/07/1942,"30,500A  "
01/08/1942,"30,500A  "
01/09/1942,"28,500A  "
01/10/1942,"24,300A  "
01/11/1942,"26,700A  "
01/12/1942,"24,400A  "
01/13/1942,"24,200A  "
01/14/1942,"22,000A  "
01/15/1942,"30,200A  "
01/16/1942,"27,300A  "
01/17/1942,"31,500A  "
01/18/1942,"29,600A  "
01/19/1942,"24,400A  "
01/20/1942,"49,000A  "
01/21/1942,"81,500A  "
01/22/1942,"98,400A  "
01/23/1942,"89,300A  "
01/24/1942,"68,000A  "
01/25/1942,"57,800A  "
01/26/1942,"58,200A  "
01/27/1942,"51,100A  "
01/28/1942,"41,400A  "
01/29/1942,"40,600A  "
01/30/1942,"38,500A  "
01/31/1942,"38,200A  "
02/01/1942,"37,400A  "
02/02/1942,"39,700A  "
02/03/1942,"38,200A  "
02/04/1942,"31,500A  "
02/05/1942,"48,600A  "
02/06/1942,"90,100A  "
02/07/1942,"122,000A  "
02/08/1942,"151,000A  "
02/09/1942,"175,000A  "
02/10/1942,"180,000A  "
02/11/1942,"158,000A  "
02/12/1942,"130,000A  "
02/13/1942,"104,000A  "
02/14/1942,"61,200A  "
02/15/1942,"58,500A  "
02/16/1942,"63,000A  "
02/17/1942,"73,000A  "
02/18/1942,"113,000A  "
02/19/1942,"154,000A  "
02/20/1942,"176,000A  "
02/21/1942,"168,000A  "
02/22/1942,"138,000A  "
02/23/1942,"107,000A  "
02/24/1942,"80,800A  "
02/25/1942,"45,200A  "
02/26/1942,"38,500A  "
02/27/1942,"44,600A  "
02/28/1942,"42,200A  "
03/01/1942,"35,700A  "
03/02/1942,"34,900A  "
03/03/1942,"38,800A  "
03/04/1942,"35,500A  "
03/05/1942,"37,400A  "
03/06/1942,"67,100A  "
03/07/1942,"83,200A  "
03/08/1942,"131,000A  "
03/09/1942,"184,000A  "
03/10/1942,"236,000A  "
03/11/1942,"271,000A  "
03/12/1942,"283,000A  "
03/13/1942,"296,000A  "
03/14/1942,"294,000A  "
03/15/1942,"303,000A  "
03/16/1942,"315,000A  "
03/17/1942,"318,000A  "
03/18/1942,"328,000A  "
03/19/1942,"333,000A  "
03/20/1942,"316,000A  "
03/21/1942,"284,000A  "
03/22/1942,"247,000A  "
03/23/1942,"205,000A  "
03/24/1942,"155,000A  "
03/25/1942,"135,000A  "
03/26/1942,"121,000A  "
03/27/1942,"107,000A  "
03/28/1942,"96,500A  "
03/29/1942,"90,400A  "
03/30/1942,"85,600A  "
03/31/1942,"85,400A  "
04/01/1942,"80,100A  "
04/02/1942,"81,600A  "
04/03/1942,"81,600A  "
04/04/1942,"81,000A  "
04/05/1942,"80,800A  "
04/06/1942,"82,800A  "
04/07/1942,"82,800A  "
04/08/1942,"81,000A  "
04/09/1942,"95,000A  "
04/10/1942,"160,000A  "
04/11/1942,"208,000A  "
04/12/1942,"249,000A  "
04/13/1942,"275,000A  "
04/14/1942,"270,000A  "
04/15/1942,"237,000A  "
04/16/1942,"186,000A  "
04/17/1942,"146,000A  "
